"tweet_id","text"
"211949354762776577","rented #bmw tonight #edclv day 3 go big go home"
"211953888813785088","bmw 650i nice since actually payed attention car lol"
"211957558833983490","whats worse put nala danger lt lt yes not grown lion king lover"
"212008741921488896","word bro fucking proud dog respect grind bmw treating due"
"212012302881402880","#x6 #bmw absolutely unreal parc sorbonne"
"212032411687587840","see #bmw #angeleyes #beast"
"212033823872004096","official #giants diehl left bar got black bmw promptly hit 4 parked cars visibly drunk cops arrived"
"212049376313487361","bmw service center amman"
"212049850307579904","another note entirely bmw 650i sex wheels #sexycarswag"
"212107877102534656","bmw m3 frozen edition making appearance photo courtesy"
"212118305530576897","motiv bmw dominic left comment angus wolfendale dominic left comment angus wolfendale"
"212120587206795264","bmw car sales china offsets europe weakness marketwatch bmw car sales china offsets europe weaknessma"
"212122076193103872","breaking asia us boost bmw sales europe sales"
"212130200559947776","na gone haha bmw nuts lol good times good times"
"212143089677111296","bmw car sales china offsets europe weakness christoph rauwald frankfurt bmw ag said monday global c"
"212151377609232384","ram mounting systems ram b 138 ga9u flat surface mount garmin bmw navigator ii iii streetpilot 2610 2"
"212155957772435457","amendola unloaded 5 large boxes papers bmw glad not bring everything says laughing"
"212161800454680577","310 935 3747 bmw tune ups service culver city"
"212168487026700288","bmw individual 7 series didit hediprasetyo featuring serene comfort understated elegance cutting edge f"
"212168549081419776","waiting moment leggo #bmw #m3 vs #gtr"
"212175700394909696","nowhere written bmw following path sure"
"212192683102453762","know bmw belongs parking space"
"212212962591649793","bmw neck strap lanyard keychain id holder buy two lanyards get bonus one free total three"
"212223809028227072","forget england game awful weather outside latest video bmw z8 detail live please"
"212236396163907585","black people people says wish bmw hit child ignorant shyt"
"212236599021420544","traffic lights guy bmw winds window asks old enoug ahahahahah"
"212242834407952384","audi bmw see record sales may volkswagen audi bmw daimler mercedes benz posted strong sales"
"212247926313979906","new iphone accessory siri bmw #wwdc #keynote"
"212247955665719296","apple yet features bmw notice theme"
"212248072800059393","new feature eyes free car manufacturers add siri button steering wheel bmw gm mercedes toyota honda next 12 months"
"212248098276249601","bmw gm mercedes land rvoer jaguar audi toyota chrysler honda integrated button right th"
"212248320561778688","bmw gm mercedes toyota honda etc committed siri integration next 12 months iphone not phone u thought"
"212250778402947072","gm bmw toyota audi mercedes honda jaguar agreed put siri button steering wheel talk siri screen stays dark"
"212253236302856193","bmw gm mercedes land rvoer jaguar audi toyota chrysler honda integrated b tactile"
"212254774110859264","dawn mac button siri comes bmw gm land rover audi honda"
"212263038357733376","seriously love cory matthews #bmw #luckytopanga"
"212263441040277504","dawn mac button siri comes bmw gm land rover audi toyota honda shared techcrunch"
"212264468636385280","hahaha cool not think get dad got rid bmw"
"209938458611941376","free black bmw choice curious visit"
"208968123179741184","1980 bmw r100rs cafe racer via"
"210234207379800064","agree money not buy happiness somehow comfortable sit cry bmw bicycle"
"209609738441334784","bmw r100 7 4h10 paris via"
"212247976297512960","gm bmw toyota audi mercedes honda jaguar agreed put siri button steering wheel talk siri screen stays dark"
